Disaster_ID,Magnitude,Fatalities,Economic_Loss($),Year,Month,Day,DayOfYear,Disaster_Type_Encoded,Location_Encoded
5217,1.393188385,4795,731317002.2,2024,8,5,218,4,2
5218,4.923915422,3361,584443145.1,2024,8,5,218,0,1
5219,3.800512233,1773,527300505.4,2024,8,5,218,1,2
5220,7.022176583,6075,460291607.8,2024,8,5,218,0,0
5221,2.66408852,7129,547382914,2024,8,5,218,3,3
5222,2.277124177,8836,381856761,2024,8,5,218,4,1
5223,1.894835876,3024,783826598.1,2024,8,5,218,3,0
5224,4.944887924,6695,245415690,2024,8,5,218,4,5
5225,2.243126135,7515,889335429.2,2024,8,5,218,4,3
5226,9.595652243,8317,902277764.5,2024,8,5,218,3,2
5227,2.36410561,6902,704060690.9,2024,8,5,218,4,1
5228,7.91459447,8056,608263763.9,2024,8,5,218,0,5
5229,3.124631609,4578,46237876.79,2024,8,5,218,3,4
5230,1.058339486,5710,996534651.3,2024,8,5,218,3,2
5231,2.357978618,7766,945915160.3,2024,8,5,218,3,1
5232,5.383238301,2199,202442181.6,2024,8,5,218,1,1
5233,7.241088751,9804,215524063.5,2024,8,6,219,3,4
5234,3.929109886,8939,243493860.7,2024,8,6,219,2,2
5235,4.95379092,2233,807308824.4,2024,8,6,219,2,3
5236,6.929409032,1728,107844027.1,2024,8,6,219,4,5
5237,8.818803934,9492,241554003.9,2024,8,6,219,1,3
5238,8.43877317,7733,411206951.1,2024,8,6,219,0,4
5239,9.101010796,583,262623283.4,2024,8,6,219,0,5
5240,1.396754477,5970,356197553.6,2024,8,6,219,3,0
5241,7.614380205,5739,116344456.7,2024,8,6,219,4,1
5242,9.319932009,4188,478467825,2024,8,6,219,0,4
5243,7.998151001,5678,622997471,2024,8,6,219,3,0
5244,9.884689681,7888,394915646.8,2024,8,6,219,4,2
5245,1.095448573,6330,650078037.9,2024,8,6,219,2,3
5246,4.204506197,9779,2848829.469,2024,8,6,219,4,3
5247,4.094426335,1293,957569788,2024,8,6,219,3,0
5248,9.332957572,7666,379534933.3,2024,8,6,219,4,0
5249,4.107011625,7304,224231177.9,2024,8,6,219,0,0
5250,8.550086418,1442,889447778.2,2024,8,6,219,0,3
5251,5.254526447,7074,677391832.6,2024,8,6,219,1,3
5252,9.425572524,4429,443333637.5,2024,8,6,219,2,3
5253,4.573846094,3592,722597988.6,2024,8,6,219,1,3
5254,5.722408196,9306,626938111.5,2024,8,6,219,3,2
5255,3.96221988,5362,823830700.2,2024,8,6,219,1,3
5256,2.785763567,2150,400419693.8,2024,8,6,219,2,1
5257,6.14143736,1024,566057571.6,2024,8,7,220,0,5
5258,9.487018694,2813,883432707.9,2024,8,7,220,4,2
5259,6.077939199,7025,564987628.8,2024,8,7,220,3,3
5260,7.116827644,6954,76730109.34,2024,8,7,220,4,2
5261,9.835258123,6410,509270547.8,2024,8,7,220,1,4
5262,2.519487558,2351,294090408.7,2024,8,7,220,1,3
5263,5.036556313,1621,255518472.4,2024,8,7,220,4,5
5264,9.131458747,6500,781516064.4,2024,8,7,220,4,2
5265,4.229230122,9556,646946699.5,2024,8,7,220,2,4
5266,2.765269189,4698,554829416.2,2024,8,7,220,4,2
5267,9.444128284,5107,571229689.1,2024,8,7,220,3,4
5268,7.719788294,5111,821295726.4,2024,8,7,220,0,5
5269,8.910861786,9170,222954240.4,2024,8,7,220,3,0
5270,1.916248205,0,49317096.98,2024,8,7,220,0,1
5271,5.661827521,8445,212115297.4,2024,8,7,220,0,2
5272,7.811670352,6765,207097064.9,2024,8,7,220,2,5
5273,2.707316105,1317,56275127.87,2024,8,7,220,0,4
5274,4.361502257,1458,62041037.93,2024,8,7,220,2,4
5275,1.866923058,1234,240130331.9,2024,8,7,220,3,5
5276,7.823373149,8766,405296373.1,2024,8,7,220,1,5
5277,6.725917289,7601,751845395.2,2024,8,7,220,2,4
5278,3.788822198,4162,563895077.4,2024,8,7,220,1,0
5279,9.106542192,837,962954424.5,2024,8,7,220,3,1
5280,9.870880279,9796,835490649.3,2024,8,7,220,4,5
5281,6.8461813,4497,267146662.6,2024,8,8,221,3,2
5282,4.673268893,7290,596062006.8,2024,8,8,221,3,1
5283,6.063232688,5580,735639282.4,2024,8,8,221,4,1
5284,6.913073487,3643,4569206.933,2024,8,8,221,1,2
5285,2.684048194,7208,258801894.1,2024,8,8,221,1,0
5286,7.104355328,2011,30211693.84,2024,8,8,221,0,3
5287,4.75077683,4134,378325789.4,2024,8,8,221,1,1
5288,1.340446697,7468,7491178.962,2024,8,8,221,0,2
5289,5.992795128,59,120386085.3,2024,8,8,221,4,0
5290,1.208376273,4919,498443216.6,2024,8,8,221,2,4
5291,6.066115916,4458,252543350.4,2024,8,8,221,0,0
5292,7.686690445,5168,919911768.6,2024,8,8,221,3,4
5293,9.853796363,9008,624723561.1,2024,8,8,221,2,4
5294,2.598542499,6461,354380987.2,2024,8,8,221,4,2
5295,4.000902486,6130,861518906.6,2024,8,8,221,3,1
5296,9.133219844,6164,399745612.4,2024,8,8,221,2,5
5297,3.826311157,8201,438694600.6,2024,8,8,221,2,4
5298,2.35617937,5234,423040064,2024,8,8,221,0,1
5299,1.235000718,8765,449041386.5,2024,8,8,221,3,2
5300,3.844633501,8258,362983926.6,2024,8,8,221,1,4
5301,1.485702165,2687,577303357.5,2024,8,8,221,1,1
5302,2.931284481,1389,2801628.621,2024,8,8,221,3,0
5303,7.551594422,3073,269342625,2024,8,8,221,2,3
5304,6.25381232,5021,186386642.4,2024,8,8,221,4,3
5305,3.819931341,4340,36701545.31,2024,8,9,222,1,1
5306,3.677101994,3366,266020955.3,2024,8,9,222,0,4
5307,3.446326844,1973,394439480.1,2024,8,9,222,4,3
5308,5.0664457,2228,779935550.9,2024,8,9,222,2,3
5309,2.699767174,5452,493805878.8,2024,8,9,222,2,0
5310,6.276494646,709,949611836.6,2024,8,9,222,0,0
5311,6.980398042,7512,90871268.58,2024,8,9,222,1,0
5312,4.636364459,5154,686370331.2,2024,8,9,222,2,3
5313,3.003171177,9334,367356916.6,2024,8,9,222,3,1
5314,7.308613914,2774,418384597.7,2024,8,9,222,1,4
5315,5.923798603,1652,967605211,2024,8,9,222,2,5
5316,7.042143953,8715,965480584.3,2024,8,9,222,4,0
5317,7.513066143,797,740422851.5,2024,8,9,222,2,0
5318,3.948898759,4119,346238419.8,2024,8,9,222,0,3
5319,7.416349795,9901,322879944.7,2024,8,9,222,2,5
5320,3.147774182,2054,932066671.3,2024,8,9,222,3,3
5321,8.741180315,320,286451894,2024,8,9,222,0,2
5322,5.258575077,9547,120417750.5,2024,8,9,222,2,1
5323,3.281871677,3241,253370908.5,2024,8,9,222,4,4
5324,1.713178223,6052,557891128.4,2024,8,9,222,4,1
5325,2.648276096,9631,857750885.6,2024,8,9,222,2,3
5326,9.941521887,2322,490652089.5,2024,8,9,222,1,0
5327,4.875793859,4186,166419101.8,2024,8,9,222,3,2
5328,3.604906025,5596,120650661.7,2024,8,9,222,3,3
5329,2.204708768,1079,333570860.3,2024,8,10,223,2,1
5330,4.2161139,9144,4250100.566,2024,8,10,223,3,2
5331,1.247773571,3260,686662367.9,2024,8,10,223,2,4
5332,8.078794517,2525,872484372,2024,8,10,223,4,3
5333,5.412113606,9296,591881570,2024,8,10,223,2,2
5334,6.785509393,8421,831632019,2024,8,10,223,3,5
5335,5.300530323,5335,773526670.5,2024,8,10,223,4,0
5336,3.670341403,6055,102424390.9,2024,8,10,223,0,3
5337,9.313812947,2098,295359476.5,2024,8,10,223,1,4
5338,2.787613585,9939,563134404.6,2024,8,10,223,4,0
5339,8.506610535,1970,611284334.2,2024,8,10,223,2,2
5340,2.495853607,2911,285676182.4,2024,8,10,223,4,4
5341,5.797214255,5945,310496331.5,2024,8,10,223,3,3
5342,5.619383197,3414,756674217.6,2024,8,10,223,1,2
5343,6.621999463,1719,100388840.3,2024,8,10,223,1,0
5344,1.00459593,9041,571433423.2,2024,8,10,223,4,0
5345,1.268043273,7083,489503854.1,2024,8,10,223,0,3
5346,8.243712849,5188,581305379.9,2024,8,10,223,4,0
5347,4.951646797,3430,592786185.8,2024,8,10,223,1,2
5348,5.562968099,8636,405569323.8,2024,8,10,223,4,4
5349,4.105691837,9193,6781900.718,2024,8,10,223,2,2
5350,8.173073268,8555,178482528.3,2024,8,10,223,3,5
5351,4.706866399,701,51015650.42,2024,8,10,223,2,0
5352,2.9417477,440,121895262.6,2024,8,10,223,0,4
5353,5.171321803,8661,551070746.5,2024,8,11,224,1,2
5354,6.639420295,5250,804684074.7,2024,8,11,224,2,4
5355,5.841508661,4678,63635042.1,2024,8,11,224,1,3
5356,9.456720269,446,114737867.2,2024,8,11,224,2,0
5357,5.435468229,5597,377330568.5,2024,8,11,224,0,3
5358,9.214734752,7261,76462963.62,2024,8,11,224,0,0
5359,2.076201383,1532,738590025.5,2024,8,11,224,1,0
5360,1.471465022,8972,686038359.6,2024,8,11,224,4,5
5361,3.678539517,7351,167942677.2,2024,8,11,224,2,4
5362,6.591564868,2105,485887213.8,2024,8,11,224,4,4
5363,1.187347935,9028,492144035.2,2024,8,11,224,4,3
5364,2.51453404,5156,934617428.3,2024,8,11,224,2,5
5365,8.033121263,8137,384388082.3,2024,8,11,224,3,1
5366,2.938520298,3380,209457830.2,2024,8,11,224,0,2
5367,6.668423369,5469,169452366.6,2024,8,11,224,3,4
5368,6.487287641,9697,284813941.7,2024,8,11,224,4,5
5369,8.083004451,8430,902009754.5,2024,8,11,224,3,3
5370,4.825575051,8760,448990478.1,2024,8,11,224,1,3
5371,8.23922453,2676,701546740.5,2024,8,11,224,0,3
5372,9.544259871,1609,605790177.6,2024,8,11,224,4,1
5373,7.460705765,4965,403158575.5,2024,8,11,224,3,0
5374,6.877057656,8512,379696005.3,2024,8,11,224,0,5
5375,1.955095545,3905,44833626.6,2024,8,11,224,2,4
5376,4.243790152,394,46855339.54,2024,8,11,224,0,0
5377,6.141425036,9765,473013626.8,2024,8,12,225,2,5
5378,9.722121378,4965,490644434.2,2024,8,12,225,0,3
5379,3.897024256,8685,487152291,2024,8,12,225,2,2
5380,4.703418398,8197,183378064.2,2024,8,12,225,1,1
5381,6.214992696,8632,381836879.6,2024,8,12,225,3,5
5382,4.443604518,5415,697638137.6,2024,8,12,225,3,2
5383,3.755897487,5170,19294996.68,2024,8,12,225,3,2
5384,1.30891178,8737,962498222.2,2024,8,12,225,1,4
5385,1.931454687,3932,615400119.2,2024,8,12,225,1,0
5386,7.463150168,3109,412282563.2,2024,8,12,225,0,1
5387,2.977807846,1271,884901877.2,2024,8,12,225,2,0
5388,2.93625356,9007,811682931.8,2024,8,12,225,2,4
5389,6.68804746,992,564906211.3,2024,8,12,225,0,3
5390,2.75474891,6974,937520680.2,2024,8,12,225,4,3
5391,8.354144627,5044,607299190.8,2024,8,12,225,1,2
5392,9.811191516,9888,325914636.7,2024,8,12,225,1,4
5393,3.405234497,1949,850882235,2024,8,12,225,2,2
5394,9.291162743,1759,716137784.2,2024,8,12,225,4,4
5395,9.972227201,4383,774611860,2024,8,12,225,0,1
5396,9.056160628,1674,618671127.6,2024,8,12,225,2,0
5397,6.518508011,7429,729063443.5,2024,8,12,225,3,1
5398,5.032813808,6502,186882726.6,2024,8,12,225,0,3
5399,4.487667888,455,170894778.9,2024,8,12,225,4,4
5400,7.186025722,7950,253783540.6,2024,8,12,225,1,3
5401,2.047031839,1684,690719294,2024,8,13,226,2,0
5402,7.002859328,7041,787178143.2,2024,8,13,226,0,3
5403,9.036281345,2097,368399372.3,2024,8,13,226,4,0
5404,2.660338438,3421,922039802.3,2024,8,13,226,4,0
5405,1.090967733,1008,459848755.9,2024,8,13,226,1,2
5406,2.40751833,7552,385874916.3,2024,8,13,226,3,3
5407,4.203691373,5736,953885610.2,2024,8,13,226,1,4
5408,5.151060218,26,108178458.6,2024,8,13,226,3,4
5409,9.282979241,4000,652636776.5,2024,8,13,226,2,5
5410,5.647805158,2529,490438921.2,2024,8,13,226,3,0
5411,5.874026784,4848,19584146.39,2024,8,13,226,0,5
5412,4.916726884,7734,995692253.5,2024,8,13,226,1,2
5413,3.476931446,4566,602472367.2,2024,8,13,226,2,0
5414,5.998085135,3349,164314161.2,2024,8,13,226,2,1
5415,8.781009714,6213,501676408.5,2024,8,13,226,2,5
5416,1.414299695,5775,609087762.4,2024,8,13,226,4,4
5417,5.639224685,4590,493137470.2,2024,8,13,226,0,4
5418,1.488407038,233,485367857.3,2024,8,13,226,3,5
5419,1.719972239,7439,263213253.9,2024,8,13,226,2,5
5420,2.264412377,8116,702001965.8,2024,8,13,226,3,3
5421,8.451627498,7945,777698360.3,2024,8,13,226,3,1
5422,9.499070078,7792,952029405.2,2024,8,13,226,1,2
5423,2.226478702,3395,989893982.1,2024,8,13,226,1,5
5424,2.125915901,9744,795772149,2024,8,13,226,4,4
5425,2.064686841,6966,88735875.34,2024,8,14,227,2,2
5426,2.866107069,6719,139679695.2,2024,8,14,227,4,3
5427,8.232488304,9589,11386066.64,2024,8,14,227,0,2
5428,1.244335655,9423,707935245.4,2024,8,14,227,3,0
5429,8.601145547,2129,482021789.9,2024,8,14,227,3,4
5430,1.386562537,8979,789092220,2024,8,14,227,4,2
5431,2.505889543,124,575446727.8,2024,8,14,227,2,4
5432,4.128188822,598,47075812.31,2024,8,14,227,2,3
5433,4.603494179,7606,346525591.9,2024,8,14,227,2,3
5434,4.591220844,2131,235394723.9,2024,8,14,227,2,4
5435,8.82639923,3709,732182982.8,2024,8,14,227,3,0
5436,4.084124462,2464,931806178.5,2024,8,14,227,2,3
5437,2.220535228,7224,615267814.3,2024,8,14,227,4,0
5438,3.336543725,9558,732530822.2,2024,8,14,227,3,5
5439,9.33127991,2293,710315642,2024,8,14,227,3,2
5440,6.859871782,6379,364230077.6,2024,8,14,227,1,2
5441,5.48454223,6937,933196994.6,2024,8,14,227,4,1
5442,5.968592053,319,958232180.4,2024,8,14,227,1,1
5443,8.89979722,2010,358154577.3,2024,8,14,227,1,3
5444,6.106668866,6276,423312243.3,2024,8,14,227,0,1
5445,3.918155959,3699,641103231.8,2024,8,14,227,3,2
5446,8.344263126,4925,503106187.3,2024,8,14,227,0,3
5447,3.902857065,729,73408570.58,2024,8,14,227,4,4
5448,8.643449342,9185,905409124.9,2024,8,14,227,1,0
5449,7.965417562,6931,149238361.9,2024,8,15,228,0,5
5450,4.294296245,8428,151265347.9,2024,8,15,228,3,5
5451,7.917807891,1556,107782899.6,2024,8,15,228,2,5
5452,8.597329133,967,846994081.4,2024,8,15,228,0,0
5453,3.03539852,1566,735989652.4,2024,8,15,228,2,1
5454,2.195449894,2610,326433644,2024,8,15,228,0,2
5455,2.803004484,119,654227585.5,2024,8,15,228,0,1
5456,8.240608895,8414,261113418.4,2024,8,15,228,2,4
5457,3.694299361,7739,692580961.5,2024,8,15,228,1,2
5458,1.615772207,7513,759904630.9,2024,8,15,228,2,3
5459,6.161920168,8369,859989941.8,2024,8,15,228,1,2
5460,9.103957051,8962,801838878.2,2024,8,15,228,1,1
5461,2.719977697,4343,734583847.1,2024,8,15,228,2,3
5462,3.538571586,1838,19152295.11,2024,8,15,228,0,1
5463,9.746726662,6618,656120343.7,2024,8,15,228,0,3
5464,1.899116355,5344,545118517.7,2024,8,15,228,0,0
5465,1.977788335,9460,391073913,2024,8,15,228,3,5
5466,8.681345847,2095,591406959.6,2024,8,15,228,1,5
5467,9.989271403,8262,577439947.7,2024,8,15,228,0,5
5468,2.169511942,190,317304069.1,2024,8,15,228,3,1
5469,8.628044318,8833,997472360.7,2024,8,15,228,0,2
5470,5.424514689,8701,342510658.6,2024,8,15,228,3,5
5471,4.683603006,1003,126665187.8,2024,8,15,228,2,5
5472,7.372224027,1340,221717219.4,2024,8,15,228,2,3
5473,6.626231758,2209,826145873.1,2024,8,16,229,2,2
5474,5.357394143,9953,396915404.7,2024,8,16,229,4,5
5475,5.310165182,2666,933889903.5,2024,8,16,229,3,0
5476,8.86658015,7323,339604021.9,2024,8,16,229,0,0
5477,8.608475834,2363,46605294.77,2024,8,16,229,1,0
5478,5.838613612,9943,592207481.2,2024,8,16,229,0,4
5479,1.787012277,1083,904794708.5,2024,8,16,229,2,0
5480,3.330502328,4330,980200126.4,2024,8,16,229,2,0
5481,9.144454076,5432,378831602.8,2024,8,16,229,4,4
5482,4.478050972,75,768207956.3,2024,8,16,229,2,2
5483,6.76447581,8961,710032594,2024,8,16,229,2,3
5484,5.092126306,343,417082570.5,2024,8,16,229,1,1
5485,2.726459624,4899,723667504.6,2024,8,16,229,1,1
5486,4.767749416,2310,629749579,2024,8,16,229,0,2
5487,5.19895671,7439,868747487.4,2024,8,16,229,0,2
5488,4.48052445,6932,133381626.5,2024,8,16,229,3,3
5489,1.033595474,9946,296136287.1,2024,8,16,229,1,0
5490,1.855193175,6967,687985724.6,2024,8,16,229,2,1
5491,6.221557776,8972,463431977.8,2024,8,16,229,0,5
5492,8.261296468,3125,163425066.2,2024,8,16,229,4,1
5493,8.463762979,2030,61758794.11,2024,8,16,229,3,5
5494,4.002869808,4756,410254850.3,2024,8,16,229,3,2
5495,5.55902386,9777,984542663.5,2024,8,16,229,0,5
5496,8.856523667,7244,927203067.8,2024,8,16,229,0,0
5497,8.162981107,5255,448676243.1,2024,8,17,230,0,2
5498,9.281535997,3531,925694367,2024,8,17,230,2,3
5499,3.897639436,3254,347583781.3,2024,8,17,230,3,1
5500,5.671447371,3261,160312119.9,2024,8,17,230,2,0
5501,5.734658667,4853,729424207.7,2024,8,17,230,1,0
5502,5.00160882,6109,976915445.4,2024,8,17,230,1,2
5503,8.570858767,2818,497934830.3,2024,8,17,230,4,2
5504,5.513367662,8550,976578785.7,2024,8,17,230,3,0
5505,5.124138965,4076,136672403.6,2024,8,17,230,1,4
5506,3.32181574,9764,351408644.1,2024,8,17,230,0,4
5507,7.796186545,3111,329986007.2,2024,8,17,230,2,2
5508,6.53126361,9964,661674300.9,2024,8,17,230,0,2
5509,6.523543294,3863,676088113.7,2024,8,17,230,2,3
5510,5.906108179,7414,417438689.8,2024,8,17,230,1,4
5511,2.983704695,9114,532556038.8,2024,8,17,230,3,1
5512,8.795798023,1355,239210433.4,2024,8,17,230,4,0
5513,7.811722509,8636,320830400.3,2024,8,17,230,1,1
5514,6.123247013,954,862598032.9,2024,8,17,230,3,5
5515,9.924434954,5355,2195427.67,2024,8,17,230,1,5
5516,9.796949946,3003,300099129.9,2024,8,17,230,3,0
5517,6.338185697,1919,998023820.6,2024,8,17,230,1,1
5518,8.010243129,2237,864586181.6,2024,8,17,230,4,1
5519,4.979046099,4667,397178700.2,2024,8,17,230,3,4
5520,9.752058644,9365,692779990.5,2024,8,17,230,4,2
5521,9.234538883,7275,293976601.1,2024,8,18,231,4,1
5522,6.360744131,8452,695111799.9,2024,8,18,231,4,0
5523,8.312241715,6026,709475331.7,2024,8,18,231,4,1
5524,9.715090417,7852,70437334.57,2024,8,18,231,2,5
5525,4.978235728,3255,303893633.3,2024,8,18,231,0,4
5526,3.579902105,3736,265998520.6,2024,8,18,231,4,1
5527,9.733451555,8180,686617596,2024,8,18,231,0,1
5528,9.908463903,5938,791338570.8,2024,8,18,231,4,3
5529,7.562382408,5580,168062042.4,2024,8,18,231,1,5
5530,6.069981432,2489,630897265.8,2024,8,18,231,2,4
5531,6.750782273,6499,89536913.34,2024,8,18,231,1,0
5532,5.897826403,5440,396429509.9,2024,8,18,231,2,3
5533,5.624382244,4159,632190308.9,2024,8,18,231,3,0
5534,1.469642744,3370,922077822.1,2024,8,18,231,0,2
5535,9.35760929,1596,865895428.1,2024,8,18,231,3,1
5536,2.877206665,7507,157287571.6,2024,8,18,231,3,5
5537,2.587337326,4660,502463479.1,2024,8,18,231,2,0
5538,3.991691692,4208,76471164.72,2024,8,18,231,3,1
5539,1.877359048,4235,99232043.21,2024,8,18,231,0,1
5540,4.188884624,8219,145495890.9,2024,8,18,231,2,2
5541,1.729189748,3564,126869022,2024,8,18,231,2,2
5542,8.625242743,1955,453696696.5,2024,8,18,231,4,2
5543,4.421337218,9223,949080962,2024,8,18,231,4,4
5544,1.379534332,8390,482259936.5,2024,8,18,231,3,4
5545,3.824264344,4903,366912557.4,2024,8,19,232,3,3
5546,7.186964802,3268,315433710,2024,8,19,232,4,2
5547,8.092715168,603,446837836.9,2024,8,19,232,2,0
5548,4.052527067,2376,47063170.79,2024,8,19,232,1,4
5549,9.805086468,718,920193078.4,2024,8,19,232,0,5
5550,5.090870672,4919,315738748.3,2024,8,19,232,4,2
5551,9.593360933,6936,529456374.5,2024,8,19,232,3,1
5552,6.793504918,163,872703104.2,2024,8,19,232,0,2
5553,1.404643262,9717,218452534,2024,8,19,232,2,0
5554,9.520098078,261,740920955.5,2024,8,19,232,1,4
5555,8.617152958,458,406025936,2024,8,19,232,2,1
5556,9.527582136,4469,497605439.3,2024,8,19,232,1,5
5557,8.096497771,5036,425650950.3,2024,8,19,232,0,3
5558,3.435044814,1593,128436074.4,2024,8,19,232,4,1
5559,2.428461211,8520,601901183.6,2024,8,19,232,0,1
5560,6.229849507,6387,594427209.7,2024,8,19,232,2,0
5561,4.263499014,1424,323781914.4,2024,8,19,232,4,3
5562,2.245559179,1462,293085392.2,2024,8,19,232,1,0
5563,7.391706723,6148,925868400.1,2024,8,19,232,0,2
5564,8.01474486,8035,599977071.8,2024,8,19,232,1,5
5565,1.657051276,6727,124083648.5,2024,8,19,232,3,0
5566,7.174669749,8718,442066839,2024,8,19,232,3,0
5567,6.48885358,3398,38629338.82,2024,8,19,232,1,4
5568,6.683350823,3938,147546997.4,2024,8,19,232,3,2
5569,7.349218288,6359,567024429.5,2024,8,20,233,0,3
5570,6.998009265,8515,232929588,2024,8,20,233,3,5
5571,8.395460527,3376,281423791.9,2024,8,20,233,3,4
5572,2.353589256,4995,169746440,2024,8,20,233,0,2
5573,2.682843439,5477,881493280,2024,8,20,233,4,5
5574,4.058740446,2070,258962972.8,2024,8,20,233,0,5
5575,1.09429812,4311,785931163,2024,8,20,233,2,4
5576,1.421232093,7399,570675127.1,2024,8,20,233,0,1
5577,4.138278875,7778,858695625.8,2024,8,20,233,3,0
5578,4.353338211,5160,507674680.8,2024,8,20,233,0,5
5579,9.754182775,9554,181984870.2,2024,8,20,233,0,1
5580,1.349810408,1665,725280903.4,2024,8,20,233,1,3
5581,8.602441234,2897,104825170.9,2024,8,20,233,1,3
5582,8.793539244,1526,255942086.5,2024,8,20,233,4,1
5583,8.321117521,1828,606285553.6,2024,8,20,233,3,4
5584,5.265904316,6557,313518125.7,2024,8,20,233,1,3
5585,5.061704676,6540,585711506.3,2024,8,20,233,3,2
5586,7.045315944,2890,254270001.2,2024,8,20,233,0,4
5587,1.982066273,5711,455222190.4,2024,8,20,233,0,1
5588,4.76692221,8518,531905715.9,2024,8,20,233,1,1
5589,4.555178346,3585,528994975.9,2024,8,20,233,1,0
5590,3.211633487,8457,654801076.9,2024,8,20,233,1,0
5591,8.720675688,196,750424719.1,2024,8,20,233,2,0
5592,8.428556558,5210,602413451,2024,8,20,233,1,0
5593,3.322449564,8899,634801770.5,2024,8,21,234,4,3
5594,1.269888334,8882,361619811.7,2024,8,21,234,3,5
5595,3.574399555,6509,606163523.8,2024,8,21,234,2,4
5596,8.159262391,5995,213817735.7,2024,8,21,234,0,0
5597,8.87953455,4579,458150436.1,2024,8,21,234,1,5
5598,8.894188835,485,910892303.6,2024,8,21,234,1,5
5599,7.079019384,5434,226824226.9,2024,8,21,234,1,2
5600,3.727900563,2169,57711324.05,2024,8,21,234,3,1
5601,5.410133678,3055,317833247,2024,8,21,234,1,2
5602,7.189764706,3186,334814971,2024,8,21,234,4,4
5603,9.018697047,3386,15666321.82,2024,8,21,234,2,1
5604,5.905588583,7876,587265999.6,2024,8,21,234,3,0
5605,3.512269444,4235,240160327.7,2024,8,21,234,3,3
5606,6.330270714,1924,339487872.9,2024,8,21,234,2,1
5607,2.633872581,9887,161198494.8,2024,8,21,234,0,4
5608,5.569789233,856,506902137,2024,8,21,234,1,5
5609,3.637776859,8257,731049756.6,2024,8,21,234,3,2
5610,4.2588211,6885,787126827.3,2024,8,21,234,4,0
5611,6.829536067,1203,787522591.6,2024,8,21,234,1,2
5612,8.825897439,2969,648387255.8,2024,8,21,234,0,2
5613,3.01925295,3274,241956465.8,2024,8,21,234,3,0
5614,9.339682779,3623,717125540.3,2024,8,21,234,0,5
5615,4.22221371,3122,665412048.7,2024,8,21,234,0,0
5616,6.437839872,6111,23990492.24,2024,8,21,234,4,5
5617,5.420370413,9590,418842528.2,2024,8,22,235,2,5
5618,5.360313423,7346,400536303.1,2024,8,22,235,0,3
5619,6.459139974,2844,294260977.1,2024,8,22,235,1,2
5620,1.116980411,9678,129180825.3,2024,8,22,235,0,5
5621,1.96523014,113,997202875.1,2024,8,22,235,1,3
5622,4.624589241,1721,131106837.1,2024,8,22,235,3,0
5623,4.900035629,1787,399765004.6,2024,8,22,235,1,4
5624,5.915907552,7160,13371982.53,2024,8,22,235,0,5
5625,6.00904213,3347,774748555,2024,8,22,235,3,1
5626,5.86197629,2056,303053871.8,2024,8,22,235,1,1
5627,3.183707785,1506,484637155.6,2024,8,22,235,3,4
5628,7.794094616,5241,741837900.1,2024,8,22,235,3,4
5629,9.526448245,7123,573044808.5,2024,8,22,235,4,5
5630,4.632301391,6108,794255545.9,2024,8,22,235,4,3
5631,3.633774214,3229,617856353.2,2024,8,22,235,0,0
5632,6.594815909,785,974990948.8,2024,8,22,235,3,2
5633,7.148148844,6206,318877986.6,2024,8,22,235,3,4
5634,7.52823159,5911,697040358.7,2024,8,22,235,1,5
5635,9.384971168,5982,603302746.3,2024,8,22,235,3,1
5636,7.616695656,6780,88382674.76,2024,8,22,235,1,1
5637,3.58917609,7405,348363170.9,2024,8,22,235,2,5
5638,6.530578353,9255,107367472.7,2024,8,22,235,2,3
5639,5.061416326,4699,41217318.24,2024,8,22,235,3,3
5640,8.560905058,950,988844992.8,2024,8,22,235,2,4
5641,3.510186111,8465,686930981.7,2024,8,23,236,0,2
5642,5.013522464,6773,33528211.32,2024,8,23,236,0,2
5643,8.132602348,2712,579895593,2024,8,23,236,4,4
5644,8.68705812,1023,902132119.7,2024,8,23,236,0,2
5645,2.467644457,3298,183770557.5,2024,8,23,236,1,2
5646,7.155998407,3593,291801729.6,2024,8,23,236,2,5
5647,5.343220512,415,144733751.6,2024,8,23,236,4,0
5648,7.930460087,8480,930653322.9,2024,8,23,236,2,0
5649,1.651066679,5136,945353869.3,2024,8,23,236,0,3
5650,3.681523792,1314,864763726.8,2024,8,23,236,2,1
5651,8.357502264,4223,161670530.8,2024,8,23,236,1,0
5652,1.576643339,4285,587388632.6,2024,8,23,236,0,1
5653,1.309038037,2411,901533588.7,2024,8,23,236,3,1
5654,4.559344427,9708,965103414.6,2024,8,23,236,2,1
5655,2.791971946,9013,647775954.9,2024,8,23,236,2,1
5656,9.598270105,6064,167218394.2,2024,8,23,236,4,0
5657,8.672383617,1037,32949624.82,2024,8,23,236,2,2
5658,1.107993276,9539,375368230.5,2024,8,23,236,2,2
5659,4.316225029,2108,897220218.7,2024,8,23,236,3,5
5660,9.961843668,4945,995405391.8,2024,8,23,236,3,0
5661,9.289389952,2700,907996080.2,2024,8,23,236,0,1
5662,4.308352794,4368,333932048.1,2024,8,23,236,4,4
5663,3.056678096,8002,542264741.7,2024,8,23,236,4,2
5664,6.317623633,6489,262952042.5,2024,8,23,236,1,4
5665,5.742742949,3200,583153135.3,2024,8,24,237,3,1
5666,8.00397602,7376,129092260.8,2024,8,24,237,1,3
5667,8.588767209,6555,343923070.7,2024,8,24,237,4,1
5668,6.766533593,4075,939743677.2,2024,8,24,237,2,0
5669,3.34414594,117,661937611.4,2024,8,24,237,2,0
